customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C3490-1971,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,100.0,3795.99,No
C3491-6719,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,94.7,2584.63,No
C3492-4343,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),114.09,926.4,No
C3493-7695,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),114.98,2535.71,Yes
C3494-9351,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.01,1877.17,No
C3495-5783,Female,0,No,No,23,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.79,2054.43,No
C3496-1925,Female,1,Yes,Yes,9,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),69.63,612.53,No
C3497-5284,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,113.17,8162.37,No
C3498-2107,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.29,524.39,No
C3499-5045,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,134.02,8680.96,No
C3500-1550,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,113.47,2836.29,Yes
C3501-6763,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,188.15,No
C3502-3793,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,48.21,3462.33,No
C3503-2813,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.63,81.54,Yes
C3504-1155,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.59,539.4,Yes
C3505-8991,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.23,633.81,No
C3506-8533,Female,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.28,980.19,Yes
C3507-8304,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,122.45,2807.13,No
C3508-1523,Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.94,3830.36,No
C3509-4145,Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.96,325.83,No
C3510-9741,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),109.41,3417.07,No
C3511-6206,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),66.6,2882.89,Yes
C3512-2156,Male,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.21,301.31,No
C3513-2269,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.34,1139.67,Yes
C3514-3367,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,106.41,2336.12,No
C3515-9750,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.52,612.42,No
C3516-2526,Male,1,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,81.7,798.27,No
C3517-9125,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,110.88,1231.62,No
C3518-7101,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),111.23,1767.64,No
C3519-9296,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.41,1759.21,No
C3520-8433,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,108.09,7223.96,No
C3521-3989,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,73.23,2410.46,No
C3522-8450,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,2790.99,No
C3523-2522,Female,0,Yes,Yes,28,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.99,2687.38,Yes
C3524-3618,Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.02,1189.08,No
C3525-2905,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.37,3908.05,Yes
C3526-2198,Female,1,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.88,574.52,Yes
C3527-1809,Male,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.28,1738.13,Yes
C3528-2686,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.61,469.43,Yes
C3529-2080,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.76,2259.57,No
C3530-4423,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.22,360.28,No
C3531-1641,Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.95,3401.98,No
C3532-1551,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.79,4858.14,No
C3533-9907,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,109.09,3413.6,No
C3534-1789,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,100.65,2837.93,Yes
C3535-1666,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),87.59,2197.53,No
C3536-1270,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),115.26,4847.4,No
C3537-2192,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,108.82,1313.22,No
C3538-5750,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),118.18,3899.48,No
C3539-8444,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),105.1,311.45,No
C3540-7613,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,116.39,1619.32,No
C3541-6221,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,125.43,2007.99,Yes
C3542-1765,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,88.96,No
C3543-7968,Female,0,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.29,2418.34,No
C3544-1335,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.06,1126.41,No
C3545-6677,Male,0,No,No,59,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),96.14,5682.81,No
C3546-4683,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.5,2112.37,Yes
C3547-8938,Male,0,No,No,40,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.85,3527.13,No
C3548-3767,Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.95,1445.02,No
C3549-6745,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.23,3576.34,Yes
C3550-4959,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,1813.11,No
C3551-5698,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),99.51,2472.23,No
C3552-9448,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),89.3,537.49,No
C3553-7414,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.75,1915.29,No
C3554-4730,Female,0,No,No,49,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,83.19,4076.32,No
C3555-5026,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,134.78,2295.16,No
C3556-7340,Female,1,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.91,1515.14,No
C3557-4114,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),117.41,6017.77,No
C3558-2510,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,103.7,722.34,No
C3559-5208,Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,98.95,1285.71,No
C3560-1613,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.42,531.78,No
C3561-2527,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,99.87,326.0,Yes
C3562-4785,Male,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,84.31,2860.84,Yes
C3563-8168,Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.14,1603.68,No
C3564-8031,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),128.29,2193.11,No
C3565-3346,Female,1,No,No,27,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.87,2599.14,Yes
C3566-4796,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.51,513.54,Yes
C3567-2381,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),115.11,2642.38,No
C3568-7796,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.51,409.11,Yes
C3569-3216,Female,1,No,No,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.55,2931.75,No
C3570-8194,Male,0,No,No,56,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.33,3861.64,No
C3571-8577,Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.5,3816.39,Yes
C3572-7201,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.92,1390.3,No
C3573-3971,Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),45.69,1669.85,No
C3574-9575,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,112.62,2237.45,No
C3575-7173,Male,1,Yes,No,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,46.81,1225.61,Yes
C3576-6811,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.74,2574.87,No
C3577-8706,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.48,,No
C3578-8932,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),103.88,439.41,Yes
C3579-1699,Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,117.02,2408.02,Yes
C3580-8933,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,118.23,1296.59,Yes
C3581-7884,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.41,1832.25,No
C3582-2858,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),103.21,2804.71,Yes
C3583-3768,Female,0,No,No,15,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.76,921.0,No
C3584-7773,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),100.37,1814.1,No
C3585-2949,Male,1,No,No,9,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.96,751.38,Yes
C3586-5071,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),107.69,3220.02,No
C3587-7199,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.19,1940.84,No
C3588-6853,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.3,423.42,Yes
C3589-9187,Male,1,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,97.51,4070.72,No
C3590-2003,Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,124.74,4121.04,Yes
C3591-3654,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),91.19,3643.1,No
C3592-9862,Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,108.89,6197.37,No
C3593-6118,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,113.48,1723.41,No
C3594-3238,Female,1,No,No,51,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,93.35,4816.17,Yes
C3595-3608,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,92.95,5289.4,No
C3596-4052,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.39,526.14,Yes
C3597-5988,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.69,1011.47,No
C3598-3560,Female,0,No,Yes,26,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.05,1620.32,Yes
C3599-6596,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),132.04,7906.32,No
C3600-5006,Male,1,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.02,2819.12,Yes
C3601-6492,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.37,3106.35,Yes
C3602-2395,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,112.96,8132.34,No
C3603-6611,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,115.23,1381.55,Yes
C3604-9321,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.93,2396.54,No
C3605-2215,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.39,925.36,No
C3606-3946,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.6,1406.91,No
C3607-7241,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.23,3746.65,Yes
C3608-6556,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.28,4824.17,No
C3609-7072,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),122.88,2196.32,No
C3610-6035,Male,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.55,1478.99,No
C3611-7142,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.17,2414.77,Yes
C3612-6483,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),128.9,3976.57,No
C3613-1666,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),112.47,1487.64,No
C3614-7760,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.23,1039.34,No
C3615-5021,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),121.17,6405.51,Yes
C3616-1463,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,103.01,1026.91,No
C3617-4680,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.63,2168.06,No
C3618-4916,Male,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.12,131.4,No
C3619-1780,Female,1,Yes,No,57,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,94.22,5382.38,No
C3620-9963,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.59,5541.23,Yes
C3621-3001,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,122.38,8272.24,No
C3622-3975,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,108.69,1620.21,Yes
C3623-4968,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.44,1605.55,No
C3624-8491,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,74.68,4114.84,No
C3625-7685,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.14,3796.32,No
C3626-7937,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,101.41,2537.23,No
C3627-3133,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.2,300.97,No
C3628-8608,Male,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.38,2235.26,Yes
C3629-8466,Female,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.59,498.81,No
C3630-5174,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.14,2833.07,Yes
C3631-5911,Male,1,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,102.5,4183.84,Yes
C3632-1334,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,95.99,368.24,Yes
C3633-7843,Female,0,Yes,Yes,42,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,101.56,4276.7,No
C3634-9647,Male,0,No,No,57,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,89.15,5057.23,No
C3635-5252,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,128.58,6563.17,No
C3636-5863,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),55.48,2730.87,No
C3637-5492,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,107.14,3312.58,No
C3638-1743,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.91,1865.35,Yes
C3639-6576,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),87.3,713.98,Yes
C3640-7492,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,108.18,7832.24,Yes
C3641-9350,Male,0,No,No,38,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.91,2021.55,No
C3642-9367,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),85.94,1377.64,No
C3643-5425,Male,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),77.43,2146.28,No
C3644-9629,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),104.99,803.73,No
C3645-5757,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.24,1204.49,No
C3646-6777,Female,1,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),92.37,5837.16,No
C3647-6417,Female,1,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.97,2284.59,No
C3648-9987,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.91,2752.54,No
C3649-7636,Male,0,No,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,71.65,3802.93,No
C3650-2079,Male,0,Yes,Yes,36,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.2,3040.63,No
C3651-1646,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,60.71,1391.16,No
C3652-4688,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,102.39,1961.07,No
C3653-5640,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.81,3821.62,No
C3654-7016,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,76.91,3082.31,No
C3655-5333,Male,1,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.52,2167.03,No
C3656-5631,Female,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.57,1079.1,No
C3657-9294,Female,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,67.98,1357.59,No
C3658-4013,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.07,3492.47,No
C3659-5441,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),100.05,1404.25,No
C3660-6015,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,124.24,2136.7,Yes
C3661-5214,Male,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,84.99,3737.96,No
C3662-9712,Male,0,No,No,38,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.18,3853.56,Yes
C3663-9658,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,56.08,616.85,No
C3664-5617,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),91.48,1020.62,No
