customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,service_count,avg_monthly_spend
C3329-9255,Female,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.2,739.04,No,13-24 months,2,52.78857142857142
C3330-6527,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.85,2369.28,No,49-72 months,1,32.906666666666666
C3331-8658,Male,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.25,1248.75,No,13-24 months,4,78.046875
C3332-3233,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,63.26,4582.12,No,49-72 months,1,63.64055555555555
C3333-8634,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),117.27,3163.53,No,25-48 months,4,117.16777777777779
C3334-1652,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.31,1013.08,No,25-48 months,1,34.93379310344828
C3335-3048,Female,0,No,No,61,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,100.35,6114.94,No,49-72 months,5,100.24491803278688
C3336-5706,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,61.23,1870.13,No,25-48 months,2,60.32677419354839
C3337-1454,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.61,1256.67,No,0-12 months,5,104.72250000000001
C3338-8723,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,133.44,3897.9,No,25-48 months,6,134.41034482758621
C3339-8805,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.73,1258.59,No,25-48 months,2,40.59967741935483
C3340-5872,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,569.46,No,25-48 months,0,18.36967741935484
C3341-3751,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.13,698.18,Yes,13-24 months,1,30.35565217391304
C3342-1890,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,89.16,2485.23,No,25-48 months,4,88.75821428571429
C3343-6569,Female,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,51.64,3423.14,No,49-72 months,1,51.86575757575758
C3344-5838,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.83,1623.44,Yes,13-24 months,4,90.19111111111111
C3345-7838,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,89.43,2152.26,No,13-24 months,3,89.67750000000001
C3346-6422,Male,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.67,4061.02,No,49-72 months,3,79.6278431372549
C3347-2154,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.39,5067.98,No,49-72 months,2,95.6222641509434
C3348-2095,Male,1,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,78.56,595.32,No,0-12 months,1,74.415
C3349-8026,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,102.04,209.34,No,0-12 months,4,104.67
C3350-2431,Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,69.25,3148.04,No,25-48 months,4,69.95644444444444
C3351-9445,Female,0,Yes,No,35,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,91.29,3209.34,No,25-48 months,3,91.69542857142858
C3352-1953,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.02,2300.07,Yes,25-48 months,4,92.00280000000001
C3353-7554,Male,0,No,No,48,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,72.94,3506.73,Yes,25-48 months,5,73.056875
C3354-9776,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),96.46,2018.43,No,13-24 months,3,96.11571428571429
C3355-4970,Female,1,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.56,1370.61,No,25-48 months,1,40.31205882352941
C3356-1510,Male,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.31,1672.22,No,13-24 months,5,98.36588235294118
C3357-8889,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.56,499.5,No,0-12 months,1,41.625
C3358-2685,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.8,1859.82,No,13-24 months,4,88.56285714285714
C3359-5746,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,91.03,463.26,No,0-12 months,5,92.652
C3360-9859,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),115.14,1269.57,No,0-12 months,4,115.41545454545454
C3361-7702,Male,0,Yes,No,25,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,89.69,2265.3,No,25-48 months,4,90.61200000000001
C3362-1416,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.09,1076.3,No,25-48 months,1,30.75142857142857
C3363-8383,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,128.03,7688.45,No,49-72 months,7,128.14083333333332
C3364-2451,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,107.58,2469.92,Yes,13-24 months,3,107.38782608695652
C3365-7743,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.43,500.19,No,0-12 months,1,41.6825
C3366-6587,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.84,623.23,Yes,0-12 months,2,89.03285714285714
C3367-3590,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,116.59,6647.11,No,49-72 months,5,116.6159649122807
C3368-4812,Female,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.71,2231.46,Yes,25-48 months,3,76.94689655172414
C3369-2060,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,108.94,2386.3,No,13-24 months,6,108.46818181818183
C3370-9880,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.41,1495.0,No,25-48 months,1,49.833333333333336
C3371-3144,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),107.07,5138.85,Yes,25-48 months,4,107.059375
C3372-3777,Male,1,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,80.56,5809.34,No,49-72 months,4,80.68527777777778
C3373-5525,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,116.62,696.75,Yes,0-12 months,5,116.125
C3374-7050,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.33,2517.05,No,13-24 months,6,119.85952380952382
C3375-5546,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),119.73,5373.22,No,25-48 months,4,119.40488888888889
C3376-5545,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,126.16,896.63,No,0-12 months,5,128.09
C3377-6243,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,115.75,8317.4,No,49-72 months,5,115.51944444444445
C3378-8718,Female,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.25,504.69,No,13-24 months,0,24.032857142857143
C3379-4555,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,123.14,8836.07,No,49-72 months,6,122.72319444444445
C3380-8488,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),103.53,645.92,Yes,0-12 months,5,107.65333333333332
C3381-8081,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.1,2105.92,No,49-72 months,1,38.28945454545455
C3382-9648,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.5,479.12,No,13-24 months,1,34.222857142857144
C3383-9217,Male,0,Yes,No,26,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,46.14,1194.0,No,25-48 months,1,45.92307692307692
C3384-8182,Male,0,No,No,41,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.61,3154.72,Yes,25-48 months,2,76.94439024390243
C3385-3220,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,133.61,6934.52,Yes,49-72 months,5,133.35615384615386
C3386-7967,Female,0,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,642.78,No,25-48 months,0,17.855
C3387-7627,Male,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.9,2399.88,No,25-48 months,5,95.99520000000001
C3388-3605,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),46.66,1360.3,No,25-48 months,2,46.90689655172414
C3389-7101,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,94.55,6794.12,No,49-72 months,3,94.36277777777778
C3390-3276,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,85.49,5061.55,No,49-72 months,3,85.78898305084746
C3391-5707,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,59.67,578.49,No,0-12 months,2,57.849000000000004
C3392-8169,Female,1,No,No,29,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,71.3,2068.15,No,25-48 months,4,71.31551724137931
C3393-2696,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.9,1261.17,No,25-48 months,1,33.18868421052632
C3394-4032,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.82,13.13,No,0-12 months,1,13.13
C3395-8156,Female,1,Yes,No,64,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.98,4411.29,No,49-72 months,4,68.92640625
C3396-5083,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.74,1097.1,Yes,0-12 months,6,99.73636363636363
C3397-9644,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.88,528.16,Yes,13-24 months,2,35.21066666666666
C3398-1071,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.96,221.63,No,0-12 months,1,27.70375
C3399-7495,Female,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,115.71,6463.48,No,49-72 months,3,115.4192857142857
C3400-8326,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,88.0,3776.29,No,25-48 months,3,87.82069767441861
C3401-9259,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.32,4268.1,No,49-72 months,2,73.58793103448276
C3402-2410,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,90.12,6516.35,Yes,49-72 months,3,90.50486111111111
C3403-9856,Female,1,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,120.86,3847.7,No,25-48 months,5,120.240625
C3404-4530,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),103.74,1758.82,No,13-24 months,2,103.46
C3405-4168,Female,0,No,Yes,32,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.27,3115.79,No,25-48 months,4,97.3684375
C3406-4199,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.8,643.64,No,13-24 months,2,42.90933333333333
C3407-6743,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),74.26,3049.15,No,25-48 months,3,74.36951219512196
C3408-6932,Female,1,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.11,7068.13,Yes,49-72 months,4,107.09287878787879
C3409-5264,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),66.88,815.07,Yes,0-12 months,3,67.9225
C3410-1639,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,109.91,3483.16,No,25-48 months,4,108.84875
C3411-9878,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,128.13,3073.02,Yes,13-24 months,5,128.0425
C3412-2998,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.15,1028.79,Yes,25-48 months,2,39.56884615384615
C3413-1844,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),71.03,3938.37,No,49-72 months,2,71.60672727272727
C3414-6375,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.84,1127.38,No,25-48 months,2,28.90717948717949
C3415-4710,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),102.69,2164.89,Yes,13-24 months,3,103.08999999999999
C3416-6539,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.59,2194.05,No,13-24 months,2,95.39347826086957
C3417-8878,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.39,1121.76,Yes,25-48 months,1,38.68137931034483
C3418-1875,Male,0,Yes,Yes,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.88,2184.95,No,25-48 months,2,80.92407407407407
C3419-3556,Female,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),91.08,2646.04,No,25-48 months,2,91.24275862068966
C3420-5648,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,128.79,6182.13,Yes,25-48 months,6,128.794375
C3421-8089,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,105.02,835.15,No,0-12 months,4,104.39375
C3422-6405,Female,1,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),96.67,3774.88,No,25-48 months,2,96.79179487179488
C3423-4444,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.46,1339.14,No,25-48 months,2,31.884285714285717
C3424-6489,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,132.96,9593.08,No,49-72 months,6,133.23722222222221
C3425-9818,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.95,2451.87,Yes,25-48 months,5,98.0748
C3426-5320,Male,0,No,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.73,896.62,No,25-48 months,0,22.99025641025641
C3427-8950,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),97.58,5371.22,No,49-72 months,6,97.65854545454546
C3428-8018,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.83,4273.47,No,25-48 months,4,112.45973684210527
C3429-3711,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.74,196.95,No,0-12 months,2,65.64999999999999
C3430-3245,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.98,206.54,No,0-12 months,3,68.84666666666666
C3431-7930,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.07,2299.13,No,13-24 months,5,99.96217391304349
C3432-2867,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.9,1023.38,No,25-48 months,1,37.90296296296296
C3433-4031,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.46,2758.42,Yes,25-48 months,3,78.812
C3434-3118,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.19,757.96,Yes,0-12 months,4,108.28
C3435-6456,Male,0,No,No,44,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.78,2984.66,Yes,25-48 months,2,67.83318181818181
C3436-3646,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,117.84,836.11,Yes,0-12 months,4,119.44428571428571
C3437-6925,Female,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.69,1685.02,No,25-48 months,2,44.34263157894737
C3438-9412,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.96,496.94,No,0-12 months,2,49.694
C3439-8465,Male,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),122.08,5132.83,No,25-48 months,5,122.2102380952381
C3440-9530,Female,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.7,6085.88,No,49-72 months,4,110.65236363636363
C3441-1220,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.27,863.06,No,13-24 months,3,66.38923076923076
C3442-5098,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.33,4255.69,Yes,25-48 months,4,115.01864864864864
C3443-2981,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.76,1261.63,No,25-48 months,2,40.697741935483876
C3444-9259,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,98.05,1160.73,No,0-12 months,4,96.7275
C3445-7406,Male,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),108.9,776.48,No,0-12 months,2,110.92571428571429
C3446-3881,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,96.3,4242.88,No,25-48 months,4,96.42909090909092
C3447-6071,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),107.36,7748.78,No,49-72 months,5,107.62194444444444
C3448-6448,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.29,564.98,No,13-24 months,2,26.903809523809525
C3449-5459,Female,1,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.1,303.92,Yes,0-12 months,1,101.30666666666667
C3450-5268,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,123.39,128.73,Yes,0-12 months,4,128.73
C3451-1496,Female,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.14,2973.21,Yes,25-48 months,4,102.52448275862069
C3452-5071,Female,1,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,82.44,428.47,No,0-12 months,4,85.694
C3453-4134,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),101.26,405.13,No,0-12 months,4,101.2825
C3454-8363,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.62,980.02,No,0-12 months,3,81.66833333333334
C3455-8785,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.16,4004.31,Yes,25-48 months,5,93.12348837209302
C3456-7752,Male,0,Yes,No,41,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),72.69,2994.23,No,25-48 months,3,73.03
C3457-1278,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),90.05,4045.9,No,25-48 months,3,89.9088888888889
C3458-8570,Female,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,342.89,No,13-24 months,0,20.169999999999998
C3459-4567,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),106.88,1938.14,No,13-24 months,6,107.67444444444445
C3460-4746,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,119.41,6936.83,No,49-72 months,6,119.60051724137931
C3461-9505,Female,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.11,421.47,Yes,13-24 months,0,21.073500000000003
C3462-8804,Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,128.92,No,0-12 months,0,18.417142857142856
C3463-1457,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),139.05,1794.19,No,13-24 months,6,138.01461538461538
C3464-4238,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,119.93,5512.99,No,25-48 months,4,119.84760869565217
C3465-7746,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.46,3273.36,Yes,25-48 months,4,90.92666666666668
C3466-5849,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,103.65,2424.21,No,13-24 months,3,105.4004347826087
C3467-3318,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.89,499.35,No,0-12 months,3,99.87
C3468-5722,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),102.07,3662.63,Yes,25-48 months,3,101.73972222222223
C3469-8798,Male,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.18,1754.17,No,13-24 months,5,92.32473684210527
C3470-3009,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,64.76,457.16,Yes,0-12 months,3,65.30857142857143
C3471-7713,Female,1,No,Yes,45,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,93.93,4210.5,Yes,25-48 months,3,93.56666666666666
C3472-7612,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,77.57,1564.02,No,13-24 months,4,78.201
C3473-8970,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48.64,1347.3,No,25-48 months,1,48.11785714285714
C3474-3681,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),50.05,3177.28,No,49-72 months,2,49.645
C3475-2943,Male,0,No,No,34,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,75.56,2550.55,No,25-48 months,3,75.01617647058823
